nrm2,f64_c,f64_c,f64_c,f64_c,f64_c,16384000,1,558.466, 1116.93, 234.7,
function,a_type,b_type,c_type,d_type,compute_type,N,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
nrm2,f32_r,f32_r,f32_r,f32_r,f32_r,18432000,1,188.082, 376.163, 196,
function,a_type,b_type,c_type,d_type,compute_type,N,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
nrm2,f64_r,f64_r,f64_r,f64_r,f64_r,18432000,1,149.247, 596.988, 247,
function,a_type,b_type,c_type,d_type,compute_type,N,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
nrm2,f32_c,f32_c,f32_c,f32_c,f32_c,18432000,1,710.631, 710.631, 207.5,
function,a_type,b_type,c_type,d_type,compute_type,N,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
nrm2,f64_c,f64_c,f64_c,f64_c,f64_c,18432000,1,559.075, 1118.15, 263.75,
function,a_type,b_type,c_type,d_type,compute_type,N,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
nrm2,f32_r,f32_r,f32_r,f32_r,f32_r,20480000,1,188.149, 376.298, 217.7,
function,a_type,b_type,c_type,d_type,compute_type,N,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
nrm2,f64_r,f64_r,f64_r,f64_r,f64_r,20480000,1,149.626, 598.502, 273.75,
function,a_type,b_type,c_type,d_type,compute_type,N,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
nrm2,f32_c,f32_c,f32_c,f32_c,f32_c,20480000,1,715.927, 715.927, 228.85,
function,a_type,b_type,c_type,d_type,compute_type,N,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
nrm2,f64_c,f64_c,f64_c,f64_c,f64_c,20480000,1,558.609, 1117.22, 293.3,
